Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,HouseAge,YearsSinceRemodel,Has2ndFloor,HasGarage,HasBasement,TotalPorchSF,QualitySize,QualityTotalSF,ExterQual_Encoded,ExterQualSize,KitchenQual_Encoded,TotalQualityScore,LiveableSF,TotalShelterSF,QualityAgeInteraction,BathBedroomRatio,GrLivArea_Squared,GrLivArea_Cubed,TotalSF_Squared,TotalSF_Cubed,LotArea_Squared,TotalBsmtSF_Squared,OverallQual_Squared,HouseAge_Squared,GrLivArea_Sqrt,LotArea_Sqrt,LivingAreaRatio,BasementRatio,GarageRatio,BathPerBedroom,RoomDensity,PorchRatio,LotShapeIndex,QualityPerSF,AgeBracket,QualityTier,SizeCategory,LotCategory,SaleSeason,IsRemodeled,MarketPeriod,HasPool,HasFireplace,HasCentralAir,GarageSize,LotShapeQuality,HouseType,BsmtQual_Encoded,HeatingQC_Encoded,TotalUsableSF,HasPoolFlag,HasGarageFlag,TotalAmenities,TotalUsableSF_Norm,TotalQualityScore_Norm,TotalAmenities_Norm,PropertyValueIndex
23,20,RL,75.0,9742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1777,1777,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,171,159,0,0,0,0,,,,0,9,2008,WD,Normal,230000,3572,2.0,6,6,0,1,1,330,14360,28576,4,7180,4,5.0,3572,4106,1.1428571428571428,0.5,3222025,5783534875,12759184,45575805248,94906564,3157729,64,36,42.36744032862972,98.70157040290697,0.18423483526634507,0.4973411698852505,0.1494542401343409,0.5,0.0038975501113585748,0.18374164810690424,0.7522449214883505,2.862254025044723,Recent (5-10yr),Excellent,XLarge,Medium,Fall,0,Post-2008,0,1,1,2-Car,4,1-Story,4.0,5,4106,0,1,2,0.2938610158928015,0.7647058823529411,0.4,0.48618896608191414
24,120,RM,44.0,4224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840,Unf,0,200,1040,GasA,TA,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,2,572,TA,TA,Y,100,110,0,0,0,0,,,,0,6,2007,WD,Normal,129900,2100,2.0,31,31,0,1,1,210,5300,10500,3,3180,3,3.6,2100,2672,0.15625,0.5,1123600,1191016000,4410000,9261000000,17842176,1081600,25,961,32.55764119219941,64.99230723708769,0.25088757396449707,0.49500237981913375,0.27225130890052357,0.5,0.005655042412818096,0.19792648444863337,0.6667443804006293,2.4271844660194173,Mature (25-50yr),Average,Small,Tiny,Summer,0,Pre-2008,0,1,1,2-Car,4,1-Story,4.0,3,2672,0,1,2,0.18214397008413835,0.43529411764705883,0.4,0.33914602924373244
25,20,RL,69.0,8246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188,ALQ,668,204,1060,GasA,Ex,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1,270,TA,TA,Y,406,90,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,154000,2120,2.0,42,9,0,1,1,496,5300,10600,3,3180,4,4.0,2120,2390,0.11627906976744186,0.5,1123600,1191016000,4494400,9528128000,67996516,1123600,25,1764,32.55764119219941,90.80748867797193,0.12853158724384625,0.49976426214049974,0.1272984441301273,0.5,0.005655042412818096,0.46748350612629597,0.7515726766258415,2.4271844660194173,Mature (25-50yr),Average,Small,Medium,Spring,1,Post-2008,0,1,1,1-Car,3,1-Story,3.0,5,2390,0,1,2,0.16017450919289497,0.5294117647058824,0.4,0.3631954246329258
26,20,RL,110.0,14230,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1566,1566,GasA,Ex,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,890,TA,TA,Y,0,56,0,0,0,0,,,,0,7,2009,WD,Normal,256300,3166,2.0,2,2,0,1,1,56,12800,25328,4,6400,4,5.0,3166,4056,2.6666666666666665,0.5,2560000,4096000000,10023556,31734578296,202492900,2452356,64,4,40.0,119.2895636675732,0.11243060923336379,0.49447426586675086,0.28102305020524154,0.5,0.004372267332916927,0.03497813866333541,0.9144600466254165,3.0769230769230766,New (0-5yr),Excellent,Large,Large,Summer,0,Post-2008,0,1,1,3+ Car,4,1-Story,4.0,5,4056,0,1,2,0.2899657214085385,0.7647058823529411,0.4,0.4848905345871599
27,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,TA,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,Gd,5,Typ,0,,Detchd,2005.0,Unf,2,576,TA,TA,Y,222,32,0,0,0,0,,,,0,5,2010,WD,Normal,134800,1800,1.5,59,10,0,1,1,254,4500,9000,3,2700,4,3.6,1800,2376,0.08333333333333333,0.375,810000,729000000,3240000,5832000000,51840000,810000,25,3481,30.0,84.8528137423857,0.12498264129981947,0.4997223764575236,0.3198223209328151,0.375,0.005549389567147614,0.28190899001109876,0.69887051320227,2.6315789473684212,Old (50-100yr),Average,Small,Small,Spring,1,Post-2008,0,0,1,2-Car,4,1-Story,3.0,3,2376,0,1,1,0.15908382673730134,0.43529411764705883,0.2,0.26479264812812003
28,20,RL,98.0,11478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218,Unf,0,486,1704,GasA,Ex,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2010,WD,Normal,306000,3408,3.0,3,2,0,1,1,50,13632,27264,4,6816,4,5.2,3408,4180,2.0,0.75,2903616,4947761664,11614464,39582093312,131744484,2903616,64,9,41.27953488110059,107.1354283138869,0.14844498649708163,0.4998533294221179,0.22645937224992665,0.75,0.004105571847507331,0.02932551319648094,0.9062709745369798,2.958579881656805,New (0-5yr),Excellent,Large,Medium,Spring,1,Post-2008,0,1,1,3+ Car,4,1-Story,5.0,5,4180,0,1,2,0.29962605172951073,0.8117647058823529,0.4,0.5037969192039545
29,20,RL,47.0,16321,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,0,207,1484,GasA,TA,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,,,,0,12,2006,WD,Normal,207500,3084,2.0,49,9,0,1,1,546,8000,15420,3,4800,3,3.4,3084,3403,0.1,0.6666666666666666,2560000,4096000000,9511056,29332096704,266375041,2202256,25,2401,40.0,127.75366922323602,0.09802720254870727,0.48103727714748784,0.10340356564019448,0.6666666666666666,0.0037476577139287947,0.3410368519675203,0.3650381405326037,1.923076923076923,Mature (25-50yr),Average,Large,Large,Winter,1,Pre-2008,0,1,1,1-Car,3,1-Story,3.0,3,3403,0,1,3,0.23909317544406358,0.388235294117647,0.6,0.40910948985390355
30,30,RM,60.0,6324,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,520,520,GasA,Fa,N,SBrkr,520,0,0,520,0,0,1,0,1,1,Fa,4,Typ,0,,Detchd,1920.0,Unf,1,240,Fa,TA,Y,49,0,87,0,0,0,,,,0,5,2008,WD,Normal,68500,1040,1.0,81,58,0,1,1,136,2080,4160,3,1560,2,2.8,1040,1280,0.04878048780487805,0.5,270400,140608000,1081600,1124864000,39992976,270400,16,6561,22.80350850198276,79.52358140828417,0.08221343873517786,0.49951969260326606,0.23054755043227665,0.5,0.007677543186180422,0.26103646833013433,0.7451233408978413,2.6315789473684212,Old (50-100yr),Average,Small,Small,Spring,1,Post-2008,0,0,0,1-Car,3,1-Story,3.0,2,1280,0,1,1,0.07369897164225615,0.24705882352941172,0.2,0.17358593172388928
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,649,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD,Normal,40000,1966,1.0,88,58,1,1,1,226,5268,7864,3,3951,3,3.2,1966,2216,0.0449438202247191,0.25,1734489,2284322013,3865156,7598896696,72250000,421201,16,7744,36.29049462324811,92.19544457292888,0.1549229502411481,0.3299440772750381,0.12709710218607015,0.25,0.004552352048558422,0.17147192716236723,0.5365069100654717,1.7263703064307292,Old (50-100yr),Average,Medium,Medium,Summer,1,Post-2008,0,0,0,1-Car,4,2-Story,3.0,3,2216,0,1,1,0.14661888438765971,0.34117647058823536,0.2,0.22926511832529836
32,20,RL,69.0,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,1228,GasA,Gd,Y,SBrkr,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1966.0,Unf,1,271,TA,TA,Y,0,65,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,149350,2456,1.5,42,2,0,1,1,65,6140,12280,3,3684,4,3.8,2456,2727,0.11627906976744186,0.375,1507984,1851804352,6031936,14814434816,72999936,1507984,25,1764,35.04283093587046,92.43376006633075,0.14370977179637215,0.4997964997964998,0.1102971102971103,0.375,0.004882017900732303,0.05288852725793328,0.7384910973401406,2.244165170556553,Mature (25-50yr),Average,Medium,Medium,Summer,1,Post-2008,0,0,1,1-Car,3,1-Story,3.0,4,2727,0,1,1,0.18642879401682766,0.48235294117647054,0.2,0.28959391173109944
33,20,RL,85.0,11049,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1234,1234,GasA,Ex,Y,SBrkr,1234,0,0,1234,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,484,TA,TA,Y,0,30,0,0,0,0,,,,0,1,2008,WD,Normal,179900,2468,2.0,1,1,0,1,1,30,9872,19744,4,4936,4,5.2,2468,2952,4.0,0.5,1522756,1879080904,6091024,15032647232,122080401,1522756,64,1,35.12833614050059,105.11422358558332,0.11167420814479638,0.4997974888618874,0.19603078169299312,0.5,0.005668016194331984,0.024291497975708502,0.80102362461754,3.5810205908683974,New (0-5yr),Excellent,Medium,Medium,Winter,0,Post-2008,0,0,1,2-Car,4,1-Story,5.0,5,2952,0,1,1,0.20395761919601121,0.8117647058823529,0.2,0.4052407750261214
34,20,RL,70.0,10552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,1398,GasA,Gd,Y,SBrkr,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0,38,0,0,0,0,,,,0,4,2010,WD,Normal,165500,3098,2.0,51,51,0,1,1,38,8500,15490,3,5100,4,3.8,3098,3545,0.09615384615384616,0.4,2890000,4913000000,9597604,29733377192,111344704,1954404,25,2601,41.23105625617661,102.72292830717006,0.16109163271107743,0.45111326234269117,0.1442400774443369,0.4,0.003527336860670194,0.022339800117577895,0.6748748916218277,1.8518518518518516,Old (50-100yr),Average,Large,Medium,Spring,0,Post-2008,0,1,1,2-Car,3,1-Story,3.0,4,3545,0,1,2,0.2501558117793705,0.48235294117647054,0.4,0.37750291765194705
35,120,RL,60.0,7313,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,0,408,1561,GasA,Ex,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,203,47,0,0,0,0,,,,0,8,2007,WD,Normal,277500,3122,3.0,2,2,0,1,1,250,14049,28098,5,7805,5,5.8,3122,3678,3.0,1.0,2436721,3803721481,9746884,30429771848,53479969,2436721,81,4,39.50949253027682,85.51608035919327,0.213426305715067,0.49983989753442204,0.17803394172270254,1.0,0.0038412291933418692,0.16005121638924455,0.6935126944135115,3.514252245216712,New (0-5yr),Excellent,Large,Small,Summer,0,Pre-2008,0,1,1,2-Car,4,1-Story,5.0,5,3678,0,1,2,0.26051729510751015,0.9529411764705882,0.4,0.5378194905260328
36,60,RL,108.0,13418,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1117,1117,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,113,32,0,0,0,0,,,,0,9,2006,WD,Normal,309000,3569,3.5,2,1,1,1,1,145,19616,28552,4,9808,4,5.2,3569,4260,2.6666666666666665,0.7,6012304,14742169408,12737761,45461069009,180042724,1247689,64,4,49.51767361255979,115.83609109426992,0.18272598554288697,0.31288515406162465,0.19355742296918768,0.7,0.0036689767631471666,0.0591112922951488,0.9243719041649514,2.317497103128621,New (0-5yr),Excellent,XLarge,Large,Fall,1,Pre-2008,0,1,1,3+ Car,4,2-Story,5.0,5,4260,0,1,2,0.3058585229043316,0.8117647058823529,0.4,0.5058744095955615
37,20,RL,112.0,10859,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1097,1097,GasA,Ex,Y,SBrkr,1097,0,0,1097,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1995.0,Unf,2,672,TA,TA,Y,392,64,0,0,0,0,,,,0,6,2009,WD,Normal,145000,2194,1.5,15,14,0,1,1,456,5485,10970,3,3291,3,4.0,2194,2866,0.3125,0.375,1203409,1320139673,4813636,10561117384,117917881,1203409,25,225,33.12099032335839,104.20652570736632,0.10101289134438306,0.4997722095671982,0.3061503416856492,0.375,0.00546448087431694,0.41530054644808745,1.0645727462907562,2.384358607534573,Modern (10-25yr),Average,Small,Medium,Summer,1,Post-2008,0,0,1,2-Car,4,1-Story,4.0,5,2866,0,1,1,0.19725771268307885,0.5294117647058824,0.2,0.3088898257963204
38,20,RL,74.0,8532,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,1297,GasA,Gd,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,153000,2594,1.5,55,19,0,1,1,0,6485,12970,3,3891,3,3.6,2594,3092,0.08928571428571429,0.375,1682209,2181825073,6728836,17454600584,72795024,1682209,25,3025,36.013886210738214,92.36882591004391,0.15199812492675496,0.4998073217726397,0.19190751445086704,0.375,0.003852080123266564,0.0,0.7925557516520044,2.1767522855899,Old (50-100yr),Average,Medium,Medium,Fall,1,Post-2008,0,1,1,2-Car,4,1-Story,3.0,4,3092,0,1,2,0.21486444375194766,0.43529411764705883,0.4,0.35005285379966883
39,20,RL,68.0,7922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,0,326,1057,GasA,TA,Y,SBrkr,1057,0,0,1057,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1953.0,Unf,1,246,TA,TA,Y,0,52,0,0,0,0,,,,0,1,2010,WD,Abnorml,109000,2114,2.0,57,3,0,1,1,52,5285,10570,3,3171,4,3.6,2114,2360,0.08620689655172414,0.5,1117249,1180932193,4468996,9447457544,62758084,1117249,25,3249,32.51153641401772,89.00561780022652,0.13340906222390508,0.49976359338061466,0.11631205673758865,0.5,0.004725897920604915,0.04914933837429111,0.7555083967195309,2.430724355858046,Old (50-100yr),Average,Small,Small,Winter,1,Post-2008,0,0,1,1-Car,4,1-Story,3.0,3,2360,0,1,1,0.15783733250233717,0.43529411764705883,0.2,0.26437715004979867
40,90,RL,65.0,6040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,,0.0,TA,TA,PConc,,,,,0,,0,0,0,GasA,TA,N,FuseP,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Typ,0,,,0.0,,0,0,,,N,0,0,0,0,0,0,,,,0,6,2008,WD,AdjLand,82000,1152,2.0,53,53,0,0,0,0,4608,4608,3,3456,2,3.0,1152,1152,0.07407407407407407,0.6666666666666666,1327104,1528823808,1327104,1528823808,36481600,0,16,2809,33.94112549695428,77.7174369109018,0.19069690448601226,0.0,0.0,0.6666666666666666,0.005203816131830009,0.0,0.8257382677941076,1.858736059479554,Old (50-100yr),Average,Medium,Small,Summer,0,Post-2008,0,0,0,No Garage,4,1-Story,,3,1152,0,0,0,0.06372701776254285,0.29411764705882354,0.0,0.11928155494045546
41,20,RL,84.0,8658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,1088,GasA,Ex,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2,440,TA,TA,Y,0,138,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,160000,2412,2.0,41,41,0,1,1,138,7944,14472,3,3972,3,4.0,2412,2852,0.14285714285714285,0.5,1752976,2320940224,5817744,14032398528,74960964,1183744,36,1681,36.38681079732051,93.04837451562494,0.15290449243561613,0.450891007045172,0.18234562784915043,0.5,0.004528301886792453,0.10415094339622641,0.893157382385641,2.581755593803787,Mature (25-50yr),Good,Medium,Medium,Winter,0,Pre-2008,0,1,1,2-Car,4,1-Story,3.0,5,2852,0,1,2,0.1961670302274852,0.5294117647058824,0.4,0.37519293164445583
42,20,RL,115.0,16905,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,383,1350,GasA,Gd,Y,SBrkr,1328,0,0,1328,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0,104,0,0,0,0,,,,0,7,2007,WD,Normal,170000,2678,2.0,48,48,0,1,1,104,6640,13390,3,3984,3,3.6,2678,2986,0.10204081632653061,0.6666666666666666,1763584,2342039552,7171684,19205769752,285779025,1822500,25,2304,36.4417343165772,130.01922934704697,0.07855199337513309,0.503919372900336,0.11496827174318776,0.6666666666666666,0.003762227238525207,0.0782543265613243,0.8777337538399432,2.147766323024055,Mature (25-50yr),Average,Medium,Large,Summer,0,Pre-2008,0,1,1,1-Car,4,1-Story,3.0,4,2986,0,1,3,0.20660641944531005,0.43529411764705883,0.6,0.41396684569745634
43,85,RL,69.0,9180,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,Gd,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,,MnPrv,,0,12,2007,WD,Normal,144000,1724,2.0,24,24,0,1,1,240,4420,8620,3,2652,4,4.0,1724,2228,0.2,0.6666666666666666,781456,690807104,2972176,5124031424,84272400,705600,25,576,29.732137494637012,95.81231653602788,0.09628580764622591,0.48695652173913045,0.2921739130434783,0.6666666666666666,0.005649717514124294,0.2711864406779661,0.7127192331393314,2.6539278131634823,Modern (10-25yr),Average,Small,Medium,Winter,0,Pre-2008,0,0,1,2-Car,3,Split-Foyer,4.0,4,2228,0,1,1,0.14755375506388282,0.5294117647058824,0.2,0.29232183992325506
44,20,RL,69.0,9200,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,,MnPrv,,0,7,2008,WD,Normal,130250,1876,2.0,33,28,0,1,1,145,4690,9380,3,2814,3,3.6,1876,2184,0.14705882352941177,0.5,879844,825293672,3519376,6602349376,84640000,879844,25,1089,30.62678566222711,95.91663046625439,0.10194544071296598,0.49973361747469364,0.16409163558870538,0.5,0.005324813631522897,0.154419595314164,0.7119521145963206,2.579979360165119,Mature (25-50yr),Average,Small,Medium,Summer,1,Post-2008,0,0,1,1-Car,3,1-Story,4.0,3,2184,0,1,1,0.14412589591773137,0.43529411764705883,0.2,0.2598066711882634
45,20,RL,70.0,7945,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,Ex,Y,FuseA,1150,0,0,1150,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,Normal,141000,2300,2.0,47,47,0,1,1,0,5750,11500,3,3450,3,3.8,2300,2600,0.10416666666666667,0.5,1322500,1520875000,5290000,12167000000,63123025,1322500,25,2209,33.91164991562634,89.13472948295743,0.14472690661968285,0.4997827031725337,0.1303780964797914,0.5,0.005212858384013901,0.0,0.7766151893009844,2.3255813953488373,Mature (25-50yr),Average,Medium,Small,Spring,0,Pre-2008,0,0,1,1-Car,4,1-Story,3.0,5,2600,0,1,1,0.17653474602679964,0.48235294117647054,0.2,0.28629589573442343
46,120,RL,61.0,7658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,82,0,0,0,0,,,,0,2,2010,WD,Normal,319900,3504,3.0,5,5,0,1,1,278,15768,31536,5,8760,5,5.8,3504,4080,1.5,1.0,3069504,5377771008,12278016,43022168064,58644964,3069504,81,25,41.8568990729127,87.50999942863673,0.22875048962005484,0.4998573466476462,0.1643366619115549,1.0,0.0034227039361095267,0.15858528237307473,0.6891876668599765,3.2703488372093026,New (0-5yr),Excellent,Large,Small,Winter,0,Post-2008,0,1,1,2-Car,4,1-Story,5.0,5,4080,0,1,2,0.2918354627609847,0.9529411764705882,0.4,0.5482588797438576
47,50,RL,48.0,12822,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,,,,0,8,2009,WD,Abnorml,239686,3583,2.5,6,6,1,1,1,409,15043,25081,4,8596,4,5.0,3583,4253,1.0,1.25,4618201,9924513949,12837889,45998156287,164403684,2056356,49,36,46.357307945997036,113.23427043081966,0.16758948763939796,0.40011160714285715,0.18694196428571427,1.25,0.0027906976744186047,0.19023255813953488,0.4201891413056192,2.2229279136233724,Recent (5-10yr),Good,XLarge,Large,Summer,0,Post-2008,0,1,1,2-Car,3,1.5-Story,5.0,5,4253,0,1,2,0.30531318167653476,0.7647058823529411,0.4,0.4900063546764919
